Hour,Load (kW),Load (%),PV
4896,91.37,0.66,0
4897,82.93,0.6,0
4898,77.9,0.56,0
4899,73.88,0.54,0
4900,71.95,0.52,0
4901,73.81,0.53,0.003
4902,74.01,0.54,0.09
4903,67.88,0.49,0.217
4904,76.89,0.56,0.344
4905,83.02,0.6,0.442
4906,92.05,0.67,0.519
4907,101.81,0.74,0.539
4908,103.21,0.75,0.516
4909,105.97,0.77,0.467
4910,107.2,0.78,0.4
4911,103.15,0.75,0.284
4912,99.58,0.72,0.149
4913,92.46,0.67,0.023
4914,104.15,0.75,0
4915,134.26,0.97,0
4916,138,1,0
4917,126.91,0.92,0
4918,110.76,0.8,0
4919,97.58,0.71,0
4920,91.37,0.66,0
4921,82.93,0.6,0
4922,77.9,0.56,0
4923,73.88,0.54,0
4924,71.95,0.52,0
4925,73.81,0.53,0
4926,74.01,0.54,0.041
4927,67.88,0.49,0.12
4928,76.89,0.56,0.213
4929,83.02,0.6,0.303
4930,92.05,0.67,0.383
4931,101.81,0.74,0.389
4932,103.21,0.75,0.305
4933,105.97,0.77,0.236
4934,107.2,0.78,0.171
4935,103.15,0.75,0.105
4936,99.58,0.72,0.048
4937,92.46,0.67,0.006
4938,104.15,0.75,0
4939,134.26,0.97,0
4940,138,1,0
4941,126.91,0.92,0
4942,110.76,0.8,0
4943,97.58,0.71,0
4944,91.37,0.66,0
4945,82.93,0.6,0
4946,77.9,0.56,0
4947,73.88,0.54,0
4948,71.95,0.52,0
4949,73.81,0.53,0
4950,74.01,0.54,0.041
4951,67.88,0.49,0.114
4952,76.89,0.56,0.191
4953,83.02,0.6,0.253
4954,92.05,0.67,0.3
4955,101.81,0.74,0.315
4956,103.21,0.75,0.302
4957,105.97,0.77,0.255
4958,107.2,0.78,0.2
4959,103.15,0.75,0.127
4960,99.58,0.72,0.062
4961,92.46,0.67,0.01
4962,104.15,0.75,0
4963,134.26,0.97,0
4964,138,1,0
4965,126.91,0.92,0
4966,110.76,0.8,0
4967,97.58,0.71,0
4968,91.37,0.66,0
4969,82.93,0.6,0
4970,77.9,0.56,0
4971,73.88,0.54,0
4972,71.95,0.52,0
4973,73.81,0.53,0
4974,74.01,0.54,0.036
4975,67.88,0.49,0.09
4976,76.89,0.56,0.145
4977,83.02,0.6,0.209
4978,92.05,0.67,0.256
4979,101.81,0.74,0.308
4980,103.21,0.75,0.303
4981,105.97,0.77,0.233
4982,107.2,0.78,0.178
4983,103.15,0.75,0.119
4984,99.58,0.72,0.054
4985,92.46,0.67,0.006
4986,104.15,0.75,0
4987,134.26,0.97,0
4988,138,1,0
4989,126.91,0.92,0
4990,110.76,0.8,0
4991,97.58,0.71,0
4992,91.37,0.66,0
4993,82.93,0.6,0
4994,77.9,0.56,0
4995,73.88,0.54,0
4996,71.95,0.52,0
4997,73.81,0.53,0.002
4998,74.01,0.54,0.06
4999,67.88,0.49,0.133
5000,76.89,0.56,0.216
5001,83.02,0.6,0.295
5002,92.05,0.67,0.367
5003,101.81,0.74,0.4
5004,103.21,0.75,0.395
5005,105.97,0.77,0.35
5006,107.2,0.78,0.265
5007,103.15,0.75,0.2
5008,99.58,0.72,0.082
5009,92.46,0.67,0.01
5010,104.15,0.75,0
5011,134.26,0.97,0
5012,138,1,0
5013,126.91,0.92,0
5014,110.76,0.8,0
5015,97.58,0.71,0
5016,91.37,0.66,0
5017,82.93,0.6,0
5018,77.9,0.56,0
5019,73.88,0.54,0
5020,71.95,0.52,0
5021,73.81,0.53,0.001
5022,74.01,0.54,0.054
5023,67.88,0.49,0.145
5024,76.89,0.56,0.242
5025,83.02,0.6,0.315
5026,92.05,0.67,0.381
5027,101.81,0.74,0.414
5028,103.21,0.75,0.389
5029,105.97,0.77,0.3
5030,107.2,0.78,0.194
5031,103.15,0.75,0.123
5032,99.58,0.72,0.055
5033,92.46,0.67,0.007
5034,104.15,0.75,0
5035,134.26,0.97,0
5036,138,1,0
5037,126.91,0.92,0
5038,110.76,0.8,0
5039,97.58,0.71,0
5040,91.37,0.66,0
5041,82.93,0.6,0
5042,77.9,0.56,0
5043,73.88,0.54,0
5044,71.95,0.52,0
5045,73.81,0.53,0
5046,74.01,0.54,0.039
5047,67.88,0.49,0.107
5048,76.89,0.56,0.185
5049,83.02,0.6,0.267
5050,92.05,0.67,0.307
5051,101.81,0.74,0.367
5052,103.21,0.75,0.437
5053,105.97,0.77,0.418
5054,107.2,0.78,0.349
5055,103.15,0.75,0.214
5056,99.58,0.72,0.09
5057,92.46,0.67,0.013
5058,104.15,0.75,0
5059,134.26,0.97,0
5060,138,1,0
5061,126.91,0.92,0
5062,110.76,0.8,0
5063,97.58,0.71,0
5064,91.37,0.66,0
5065,82.93,0.6,0
5066,77.9,0.56,0
5067,73.88,0.54,0
5068,71.95,0.52,0
5069,73.81,0.53,0.003
5070,74.01,0.54,0.089
5071,67.88,0.49,0.229
5072,76.89,0.56,0.361
5073,83.02,0.6,0.488
5074,92.05,0.67,0.574
5075,101.81,0.74,0.606
5076,103.21,0.75,0.593
5077,105.97,0.77,0.505
5078,107.2,0.78,0.361
5079,103.15,0.75,0.223
5080,99.58,0.72,0.098
5081,92.46,0.67,0.016
5082,104.15,0.75,0
5083,134.26,0.97,0
5084,138,1,0
5085,126.91,0.92,0
5086,110.76,0.8,0
5087,97.58,0.71,0
5088,91.37,0.66,0
5089,82.93,0.6,0
5090,77.9,0.56,0
5091,73.88,0.54,0
5092,71.95,0.52,0
5093,73.81,0.53,0.001
5094,74.01,0.54,0.043
5095,67.88,0.49,0.1
5096,76.89,0.56,0.159
5097,83.02,0.6,0.211
5098,92.05,0.67,0.258
5099,101.81,0.74,0.279
5100,103.21,0.75,0.256
5101,105.97,0.77,0.231
5102,107.2,0.78,0.204
5103,103.15,0.75,0.159
5104,99.58,0.72,0.085
5105,92.46,0.67,0.015
5106,104.15,0.75,0
5107,134.26,0.97,0
5108,138,1,0
5109,126.91,0.92,0
5110,110.76,0.8,0
5111,97.58,0.71,0
5112,91.37,0.66,0
5113,82.93,0.6,0
5114,77.9,0.56,0
5115,73.88,0.54,0
5116,71.95,0.52,0
5117,73.81,0.53,0
5118,74.01,0.54,0.04
5119,67.88,0.49,0.117
5120,76.89,0.56,0.2
5121,83.02,0.6,0.285
5122,92.05,0.67,0.363
5123,101.81,0.74,0.431
5124,103.21,0.75,0.444
5125,105.97,0.77,0.41
5126,107.2,0.78,0.329
5127,103.15,0.75,0.212
5128,99.58,0.72,0.099
5129,92.46,0.67,0.011
5130,104.15,0.75,0
5131,134.26,0.97,0
5132,138,1,0
5133,126.91,0.92,0
5134,110.76,0.8,0
5135,97.58,0.71,0
5136,91.37,0.66,0
5137,82.93,0.6,0
5138,77.9,0.56,0
5139,73.88,0.54,0
5140,71.95,0.52,0
5141,73.81,0.53,0
5142,74.01,0.54,0.03
5143,67.88,0.49,0.095
5144,76.89,0.56,0.199
5145,83.02,0.6,0.283
5146,92.05,0.67,0.359
5147,101.81,0.74,0.428
5148,103.21,0.75,0.472
5149,105.97,0.77,0.405
5150,107.2,0.78,0.317
5151,103.15,0.75,0.205
5152,99.58,0.72,0.086
5153,92.46,0.67,0.01
5154,104.15,0.75,0
5155,134.26,0.97,0
5156,138,1,0
5157,126.91,0.92,0
5158,110.76,0.8,0
5159,97.58,0.71,0
5160,91.37,0.66,0
5161,82.93,0.6,0
5162,77.9,0.56,0
5163,73.88,0.54,0
5164,71.95,0.52,0
5165,73.81,0.53,0
5166,74.01,0.54,0.031
5167,67.88,0.49,0.098
5168,76.89,0.56,0.181
5169,83.02,0.6,0.282
5170,92.05,0.67,0.342
5171,101.81,0.74,0.381
5172,103.21,0.75,0.394
5173,105.97,0.77,0.38
5174,107.2,0.78,0.311
5175,103.15,0.75,0.206
5176,99.58,0.72,0.099
5177,92.46,0.67,0.014
5178,104.15,0.75,0
5179,134.26,0.97,0
5180,138,1,0
5181,126.91,0.92,0
5182,110.76,0.8,0
5183,97.58,0.71,0
5184,91.37,0.66,0
5185,82.93,0.6,0
5186,77.9,0.56,0
5187,73.88,0.54,0
5188,71.95,0.52,0
5189,73.81,0.53,0.004
5190,74.01,0.54,0.098
5191,67.88,0.49,0.206
5192,76.89,0.56,0.296
5193,83.02,0.6,0.416
5194,92.05,0.67,0.499
5195,101.81,0.74,0.503
5196,103.21,0.75,0.447
5197,105.97,0.77,0.343
5198,107.2,0.78,0.211
5199,103.15,0.75,0.118
5200,99.58,0.72,0.049
5201,92.46,0.67,0.006
5202,104.15,0.75,0
5203,134.26,0.97,0
5204,138,1,0
5205,126.91,0.92,0
5206,110.76,0.8,0
5207,97.58,0.71,0
5208,91.37,0.66,0
5209,82.93,0.6,0
5210,77.9,0.56,0
5211,73.88,0.54,0
5212,71.95,0.52,0
5213,73.81,0.53,0.003
5214,74.01,0.54,0.109
5215,67.88,0.49,0.265
5216,76.89,0.56,0.405
5217,83.02,0.6,0.531
5218,92.05,0.67,0.62
5219,101.81,0.74,0.658
5220,103.21,0.75,0.65
5221,105.97,0.77,0.598
5222,107.2,0.78,0.504
5223,103.15,0.75,0.367
5224,99.58,0.72,0.19
5225,92.46,0.67,0.031
5226,104.15,0.75,0
5227,134.26,0.97,0
5228,138,1,0
5229,126.91,0.92,0
5230,110.76,0.8,0
5231,97.58,0.71,0
5232,91.37,0.66,0
5233,82.93,0.6,0
5234,77.9,0.56,0
5235,73.88,0.54,0
5236,71.95,0.52,0
5237,73.81,0.53,0.003
5238,74.01,0.54,0.095
5239,67.88,0.49,0.189
5240,76.89,0.56,0.286
5241,83.02,0.6,0.406
5242,92.05,0.67,0.498
5243,101.81,0.74,0.565
5244,103.21,0.75,0.587
5245,105.97,0.77,0.543
5246,107.2,0.78,0.441
5247,103.15,0.75,0.288
5248,99.58,0.72,0.136
5249,92.46,0.67,0.019
5250,104.15,0.75,0
5251,134.26,0.97,0
5252,138,1,0
5253,126.91,0.92,0
5254,110.76,0.8,0
5255,97.58,0.71,0
5256,91.37,0.66,0
5257,82.93,0.6,0
5258,77.9,0.56,0
5259,73.88,0.54,0
5260,71.95,0.52,0
5261,73.81,0.53,0.001
5262,74.01,0.54,0.061
5263,67.88,0.49,0.167
5264,76.89,0.56,0.29
5265,83.02,0.6,0.399
5266,92.05,0.67,0.462
5267,101.81,0.74,0.501
5268,103.21,0.75,0.5
5269,105.97,0.77,0.436
5270,107.2,0.78,0.337
5271,103.15,0.75,0.197
5272,99.58,0.72,0.08
5273,92.46,0.67,0.011
5274,104.15,0.75,0
5275,134.26,0.97,0
5276,138,1,0
5277,126.91,0.92,0
5278,110.76,0.8,0
5279,97.58,0.71,0
5280,91.37,0.66,0
5281,82.93,0.6,0
5282,77.9,0.56,0
5283,73.88,0.54,0
5284,71.95,0.52,0
5285,73.81,0.53,0
5286,74.01,0.54,0.037
5287,67.88,0.49,0.108
5288,76.89,0.56,0.176
5289,83.02,0.6,0.251
5290,92.05,0.67,0.293
5291,101.81,0.74,0.302
5292,103.21,0.75,0.308
5293,105.97,0.77,0.262
5294,107.2,0.78,0.194
5295,103.15,0.75,0.117
5296,99.58,0.72,0.051
5297,92.46,0.67,0.006
5298,104.15,0.75,0
5299,134.26,0.97,0
5300,138,1,0
5301,126.91,0.92,0
5302,110.76,0.8,0
5303,97.58,0.71,0
5304,91.37,0.66,0
5305,82.93,0.6,0
5306,77.9,0.56,0
5307,73.88,0.54,0
5308,71.95,0.52,0
5309,73.81,0.53,0.001
5310,74.01,0.54,0.063
5311,67.88,0.49,0.163
5312,76.89,0.56,0.267
5313,83.02,0.6,0.373
5314,92.05,0.67,0.517
5315,101.81,0.74,0.589
5316,103.21,0.75,0.587
5317,105.97,0.77,0.546
5318,107.2,0.78,0.461
5319,103.15,0.75,0.333
5320,99.58,0.72,0.173
5321,92.46,0.67,0.03
5322,104.15,0.75,0
5323,134.26,0.97,0
5324,138,1,0
5325,126.91,0.92,0
5326,110.76,0.8,0
5327,97.58,0.71,0
5328,91.37,0.66,0
5329,82.93,0.6,0
5330,77.9,0.56,0
5331,73.88,0.54,0
5332,71.95,0.52,0
5333,73.81,0.53,0.001
5334,74.01,0.54,0.058
5335,67.88,0.49,0.141
5336,76.89,0.56,0.236
5337,83.02,0.6,0.329
5338,92.05,0.67,0.432
5339,101.81,0.74,0.429
5340,103.21,0.75,0.399
5341,105.97,0.77,0.361
5342,107.2,0.78,0.294
5343,103.15,0.75,0.21
5344,99.58,0.72,0.109
5345,92.46,0.67,0.016
5346,104.15,0.75,0
5347,134.26,0.97,0
5348,138,1,0
5349,126.91,0.92,0
5350,110.76,0.8,0
5351,97.58,0.71,0
5352,91.37,0.66,0
5353,82.93,0.6,0
5354,77.9,0.56,0
5355,73.88,0.54,0
5356,71.95,0.52,0
5357,73.81,0.53,0
5358,74.01,0.54,0.047
5359,67.88,0.49,0.142
5360,76.89,0.56,0.26
5361,83.02,0.6,0.374
5362,92.05,0.67,0.452
5363,101.81,0.74,0.492
5364,103.21,0.75,0.48
5365,105.97,0.77,0.43
5366,107.2,0.78,0.346
5367,103.15,0.75,0.252
5368,99.58,0.72,0.141
5369,92.46,0.67,0.027
5370,104.15,0.75,0
5371,134.26,0.97,0
5372,138,1,0
5373,126.91,0.92,0
5374,110.76,0.8,0
5375,97.58,0.71,0
5376,91.37,0.66,0
5377,82.93,0.6,0
5378,77.9,0.56,0
5379,73.88,0.54,0
5380,71.95,0.52,0
5381,73.81,0.53,0.002
5382,74.01,0.54,0.076
5383,67.88,0.49,0.208
5384,76.89,0.56,0.314
5385,83.02,0.6,0.461
5386,92.05,0.67,0.533
5387,101.81,0.74,0.542
5388,103.21,0.75,0.515
5389,105.97,0.77,0.456
5390,107.2,0.78,0.359
5391,103.15,0.75,0.22
5392,99.58,0.72,0.091
5393,92.46,0.67,0.013
5394,104.15,0.75,0
5395,134.26,0.97,0
5396,138,1,0
5397,126.91,0.92,0
5398,110.76,0.8,0
5399,97.58,0.71,0
5400,91.37,0.66,0
5401,82.93,0.6,0
5402,77.9,0.56,0
5403,73.88,0.54,0
5404,71.95,0.52,0
5405,73.81,0.53,0.002
5406,74.01,0.54,0.102
5407,67.88,0.49,0.25
5408,76.89,0.56,0.362
5409,83.02,0.6,0.449
5410,92.05,0.67,0.524
5411,101.81,0.74,0.533
5412,103.21,0.75,0.508
5413,105.97,0.77,0.415
5414,107.2,0.78,0.304
5415,103.15,0.75,0.198
5416,99.58,0.72,0.09
5417,92.46,0.67,0.015
5418,104.15,0.75,0
5419,134.26,0.97,0
5420,138,1,0
5421,126.91,0.92,0
5422,110.76,0.8,0
5423,97.58,0.71,0
5424,91.37,0.66,0
5425,82.93,0.6,0
5426,77.9,0.56,0
5427,73.88,0.54,0
5428,71.95,0.52,0
5429,73.81,0.53,0
5430,74.01,0.54,0.048
5431,67.88,0.49,0.115
5432,76.89,0.56,0.181
5433,83.02,0.6,0.247
5434,92.05,0.67,0.31
5435,101.81,0.74,0.364
5436,103.21,0.75,0.379
5437,105.97,0.77,0.344
5438,107.2,0.78,0.269
5439,103.15,0.75,0.175
5440,99.58,0.72,0.088
5441,92.46,0.67,0.013
5442,104.15,0.75,0
5443,134.26,0.97,0
5444,138,1,0
5445,126.91,0.92,0
5446,110.76,0.8,0
5447,97.58,0.71,0
5448,91.37,0.66,0
5449,82.93,0.6,0
5450,77.9,0.56,0
5451,73.88,0.54,0
5452,71.95,0.52,0
5453,73.81,0.53,0.003
5454,74.01,0.54,0.125
5455,67.88,0.49,0.317
5456,76.89,0.56,0.485
5457,83.02,0.6,0.61
5458,92.05,0.67,0.677
5459,101.81,0.74,0.69
5460,103.21,0.75,0.665
5461,105.97,0.77,0.556
5462,107.2,0.78,0.465
5463,103.15,0.75,0.326
5464,99.58,0.72,0.163
5465,92.46,0.67,0.025
5466,104.15,0.75,0
5467,134.26,0.97,0
5468,138,1,0
5469,126.91,0.92,0
5470,110.76,0.8,0
5471,97.58,0.71,0
5472,91.37,0.66,0
5473,82.93,0.6,0
5474,77.9,0.56,0
5475,73.88,0.54,0
5476,71.95,0.52,0
5477,73.81,0.53,0.002
5478,74.01,0.54,0.067
5479,67.88,0.49,0.145
5480,76.89,0.56,0.219
5481,83.02,0.6,0.266
5482,92.05,0.67,0.299
5483,101.81,0.74,0.329
5484,103.21,0.75,0.347
5485,105.97,0.77,0.335
5486,107.2,0.78,0.319
5487,103.15,0.75,0.244
5488,99.58,0.72,0.127
5489,92.46,0.67,0.019
5490,104.15,0.75,0
5491,134.26,0.97,0
5492,138,1,0
5493,126.91,0.92,0
5494,110.76,0.8,0
5495,97.58,0.71,0
5496,91.37,0.66,0
5497,82.93,0.6,0
5498,77.9,0.56,0
5499,73.88,0.54,0
5500,71.95,0.52,0
5501,73.81,0.53,0
5502,74.01,0.54,0.039
5503,67.88,0.49,0.118
5504,76.89,0.56,0.225
5505,83.02,0.6,0.319
5506,92.05,0.67,0.402
5507,101.81,0.74,0.45
5508,103.21,0.75,0.442
5509,105.97,0.77,0.388
5510,107.2,0.78,0.315
5511,103.15,0.75,0.207
5512,99.58,0.72,0.09
5513,92.46,0.67,0.009
5514,104.15,0.75,0
5515,134.26,0.97,0
5516,138,1,0
5517,126.91,0.92,0
5518,110.76,0.8,0
5519,97.58,0.71,0
5520,91.37,0.66,0
5521,82.93,0.6,0
5522,77.9,0.56,0
5523,73.88,0.54,0
5524,71.95,0.52,0
5525,73.81,0.53,0.002
5526,74.01,0.54,0.087
5527,67.88,0.49,0.213
5528,76.89,0.56,0.341
5529,83.02,0.6,0.474
5530,92.05,0.67,0.544
5531,101.81,0.74,0.571
5532,103.21,0.75,0.521
5533,105.97,0.77,0.452
5534,107.2,0.78,0.337
5535,103.15,0.75,0.244
5536,99.58,0.72,0.114
5537,92.46,0.67,0.015
5538,104.15,0.75,0
5539,134.26,0.97,0
5540,138,1,0
5541,126.91,0.92,0
5542,110.76,0.8,0
5543,97.58,0.71,0
5544,91.37,0.66,0
5545,82.93,0.6,0
5546,77.9,0.56,0
5547,73.88,0.54,0
5548,71.95,0.52,0
5549,73.81,0.53,0.001
5550,74.01,0.54,0.081
5551,67.88,0.49,0.227
5552,76.89,0.56,0.36
5553,83.02,0.6,0.473
5554,92.05,0.67,0.525
5555,101.81,0.74,0.515
5556,103.21,0.75,0.444
5557,105.97,0.77,0.346
5558,107.2,0.78,0.27
5559,103.15,0.75,0.17
5560,99.58,0.72,0.082
5561,92.46,0.67,0.01
5562,104.15,0.75,0
5563,134.26,0.97,0
5564,138,1,0
5565,126.91,0.92,0
5566,110.76,0.8,0
5567,97.58,0.71,0
5568,91.37,0.66,0
5569,82.93,0.6,0
5570,77.9,0.56,0
5571,73.88,0.54,0
5572,71.95,0.52,0
5573,73.81,0.53,0
5574,74.01,0.54,0.038
5575,67.88,0.49,0.115
5576,76.89,0.56,0.214
5577,83.02,0.6,0.321
5578,92.05,0.67,0.385
5579,101.81,0.74,0.415
5580,103.21,0.75,0.4
5581,105.97,0.77,0.337
5582,107.2,0.78,0.244
5583,103.15,0.75,0.144
5584,99.58,0.72,0.066
5585,92.46,0.67,0.008
5586,104.15,0.75,0
5587,134.26,0.97,0
5588,138,1,0
5589,126.91,0.92,0
5590,110.76,0.8,0
5591,97.58,0.71,0
5592,91.37,0.66,0
5593,82.93,0.6,0
5594,77.9,0.56,0
5595,73.88,0.54,0
5596,71.95,0.52,0
5597,73.81,0.53,0.001
5598,74.01,0.54,0.074
5599,67.88,0.49,0.21
5600,76.89,0.56,0.357
5601,83.02,0.6,0.465
5602,92.05,0.67,0.528
5603,101.81,0.74,0.512
5604,103.21,0.75,0.48
5605,105.97,0.77,0.431
5606,107.2,0.78,0.33
5607,103.15,0.75,0.205
5608,99.58,0.72,0.085
5609,92.46,0.67,0.009
5610,104.15,0.75,0
5611,134.26,0.97,0
5612,138,1,0
5613,126.91,0.92,0
5614,110.76,0.8,0
5615,97.58,0.71,0
5616,91.37,0.66,0
5617,82.93,0.6,0
5618,77.9,0.56,0
5619,73.88,0.54,0
5620,71.95,0.52,0
5621,73.81,0.53,0
5622,74.01,0.54,0.052
5623,67.88,0.49,0.153
5624,76.89,0.56,0.251
5625,83.02,0.6,0.33
5626,92.05,0.67,0.372
5627,101.81,0.74,0.377
5628,103.21,0.75,0.333
5629,105.97,0.77,0.287
5630,107.2,0.78,0.219
5631,103.15,0.75,0.147
5632,99.58,0.72,0.072
5633,92.46,0.67,0.009
5634,104.15,0.75,0
5635,134.26,0.97,0
5636,138,1,0
5637,126.91,0.92,0
5638,110.76,0.8,0
5639,97.58,0.71,0
5640,91.37,0.66,0
5641,82.93,0.6,0
5642,77.9,0.56,0
5643,73.88,0.54,0
5644,71.95,0.52,0
5645,73.81,0.53,0
5646,74.01,0.54,0.031
5647,67.88,0.49,0.099
5648,76.89,0.56,0.17
5649,83.02,0.6,0.239
5650,92.05,0.67,0.317
5651,101.81,0.74,0.34
5652,103.21,0.75,0.364
5653,105.97,0.77,0.343
5654,107.2,0.78,0.281
5655,103.15,0.75,0.194
5656,99.58,0.72,0.092
5657,92.46,0.67,0.011
5658,104.15,0.75,0
5659,134.26,0.97,0
5660,138,1,0
5661,126.91,0.92,0
5662,110.76,0.8,0
5663,97.58,0.71,0
5664,91.37,0.66,0
5665,82.93,0.6,0
5666,77.9,0.56,0
5667,73.88,0.54,0
5668,71.95,0.52,0
5669,73.81,0.53,0
5670,74.01,0.54,0.032
5671,67.88,0.49,0.104
5672,76.89,0.56,0.159
5673,83.02,0.6,0.174
5674,92.05,0.67,0.201
5675,101.81,0.74,0.2
5676,103.21,0.75,0.171
5677,105.97,0.77,0.135
5678,107.2,0.78,0.096
5679,103.15,0.75,0.076
5680,99.58,0.72,0.038
5681,92.46,0.67,0.003
5682,104.15,0.75,0
5683,134.26,0.97,0
5684,138,1,0
5685,126.91,0.92,0
5686,110.76,0.8,0
5687,97.58,0.71,0
5688,91.37,0.66,0
5689,82.93,0.6,0
5690,77.9,0.56,0
5691,73.88,0.54,0
5692,71.95,0.52,0
5693,73.81,0.53,0
5694,74.01,0.54,0.064
5695,67.88,0.49,0.196
5696,76.89,0.56,0.336
5697,83.02,0.6,0.451
5698,92.05,0.67,0.524
5699,101.81,0.74,0.518
5700,103.21,0.75,0.429
5701,105.97,0.77,0.33
5702,107.2,0.78,0.242
5703,103.15,0.75,0.14
5704,99.58,0.72,0.066
5705,92.46,0.67,0.009
5706,104.15,0.75,0
5707,134.26,0.97,0
5708,138,1,0
5709,126.91,0.92,0
5710,110.76,0.8,0
5711,97.58,0.71,0
5712,91.37,0.66,0
5713,82.93,0.6,0
5714,77.9,0.56,0
5715,73.88,0.54,0
5716,71.95,0.52,0
5717,73.81,0.53,0
5718,74.01,0.54,0.07
5719,67.88,0.49,0.199
5720,76.89,0.56,0.31
5721,83.02,0.6,0.383
5722,92.05,0.67,0.427
5723,101.81,0.74,0.448
5724,103.21,0.75,0.438
5725,105.97,0.77,0.385
5726,107.2,0.78,0.288
5727,103.15,0.75,0.193
5728,99.58,0.72,0.091
5729,92.46,0.67,0.012
5730,104.15,0.75,0
5731,134.26,0.97,0
5732,138,1,0
5733,126.91,0.92,0
5734,110.76,0.8,0
5735,97.58,0.71,0
5736,91.37,0.66,0
5737,82.93,0.6,0
5738,77.9,0.56,0
5739,73.88,0.54,0
5740,71.95,0.52,0
5741,73.81,0.53,0.001
5742,74.01,0.54,0.067
5743,67.88,0.49,0.159
5744,76.89,0.56,0.236
5745,83.02,0.6,0.303
5746,92.05,0.67,0.377
5747,101.81,0.74,0.43
5748,103.21,0.75,0.432
5749,105.97,0.77,0.388
5750,107.2,0.78,0.292
5751,103.15,0.75,0.18
5752,99.58,0.72,0.072
5753,92.46,0.67,0.006
5754,104.15,0.75,0
5755,134.26,0.97,0
5756,138,1,0
5757,126.91,0.92,0
5758,110.76,0.8,0
5759,97.58,0.71,0
5760,91.37,0.66,0
5761,82.93,0.6,0
5762,77.9,0.56,0
5763,73.88,0.54,0
5764,71.95,0.52,0
5765,73.81,0.53,0
5766,74.01,0.54,0.051
5767,67.88,0.49,0.144
5768,76.89,0.56,0.237
5769,83.02,0.6,0.295
5770,92.05,0.67,0.344
5771,101.81,0.74,0.355
5772,103.21,0.75,0.328
5773,105.97,0.77,0.3
5774,107.2,0.78,0.213
5775,103.15,0.75,0.114
5776,99.58,0.72,0.041
5777,92.46,0.67,0.003
5778,104.15,0.75,0
5779,134.26,0.97,0
5780,138,1,0
5781,126.91,0.92,0
5782,110.76,0.8,0
5783,97.58,0.71,0
5784,91.37,0.66,0
5785,82.93,0.6,0
5786,77.9,0.56,0
5787,73.88,0.54,0
5788,71.95,0.52,0
5789,73.81,0.53,0
5790,74.01,0.54,0.08
5791,67.88,0.49,0.232
5792,76.89,0.56,0.367
5793,83.02,0.6,0.484
5794,92.05,0.67,0.561
5795,101.81,0.74,0.588
5796,103.21,0.75,0.56
5797,105.97,0.77,0.472
5798,107.2,0.78,0.342
5799,103.15,0.75,0.216
5800,99.58,0.72,0.093
5801,92.46,0.67,0.01
5802,104.15,0.75,0
5803,134.26,0.97,0
5804,138,1,0
5805,126.91,0.92,0
5806,110.76,0.8,0
5807,97.58,0.71,0
5808,91.37,0.66,0
5809,82.93,0.6,0
5810,77.9,0.56,0
5811,73.88,0.54,0
5812,71.95,0.52,0
5813,73.81,0.53,0
5814,74.01,0.54,0.057
5815,67.88,0.49,0.129
5816,76.89,0.56,0.22
5817,83.02,0.6,0.319
5818,92.05,0.67,0.398
5819,101.81,0.74,0.472
5820,103.21,0.75,0.491
5821,105.97,0.77,0.459
5822,107.2,0.78,0.376
5823,103.15,0.75,0.248
5824,99.58,0.72,0.093
5825,92.46,0.67,0.008
5826,104.15,0.75,0
5827,134.26,0.97,0
5828,138,1,0
5829,126.91,0.92,0
5830,110.76,0.8,0
5831,97.58,0.71,0
5832,91.37,0.66,0
5833,82.93,0.6,0
5834,77.9,0.56,0
5835,73.88,0.54,0
5836,71.95,0.52,0
5837,73.81,0.53,0.001
5838,74.01,0.54,0.091
5839,67.88,0.49,0.207
5840,76.89,0.56,0.321
5841,83.02,0.6,0.409
5842,92.05,0.67,0.476
5843,101.81,0.74,0.504
5844,103.21,0.75,0.47
5845,105.97,0.77,0.337
5846,107.2,0.78,0.239
5847,103.15,0.75,0.158
5848,99.58,0.72,0.059
5849,92.46,0.67,0.005
5850,104.15,0.75,0
5851,134.26,0.97,0
5852,138,1,0
5853,126.91,0.92,0
5854,110.76,0.8,0
5855,97.58,0.71,0
5856,91.37,0.66,0
5857,82.93,0.6,0
5858,77.9,0.56,0
5859,73.88,0.54,0
5860,71.95,0.52,0
5861,73.81,0.53,0
5862,74.01,0.54,0.038
5863,67.88,0.49,0.123
5864,76.89,0.56,0.212
5865,83.02,0.6,0.326
5866,92.05,0.67,0.366
5867,101.81,0.74,0.455
5868,103.21,0.75,0.464
5869,105.97,0.77,0.396
5870,107.2,0.78,0.273
5871,103.15,0.75,0.167
5872,99.58,0.72,0.072
5873,92.46,0.67,0.007
5874,104.15,0.75,0
5875,134.26,0.97,0
5876,138,1,0
5877,126.91,0.92,0
5878,110.76,0.8,0
5879,97.58,0.71,0
5880,91.37,0.66,0
5881,82.93,0.6,0
5882,77.9,0.56,0
5883,73.88,0.54,0
5884,71.95,0.52,0
5885,73.81,0.53,0
5886,74.01,0.54,0.017
5887,67.88,0.49,0.094
5888,76.89,0.56,0.218
5889,83.02,0.6,0.295
5890,92.05,0.67,0.362
5891,101.81,0.74,0.413
5892,103.21,0.75,0.419
5893,105.97,0.77,0.408
5894,107.2,0.78,0.357
5895,103.15,0.75,0.213
5896,99.58,0.72,0.092
5897,92.46,0.67,0.008
5898,104.15,0.75,0
5899,134.26,0.97,0
5900,138,1,0
5901,126.91,0.92,0
5902,110.76,0.8,0
