Hour,Load (kW),Load (%),PV
6983,1050,0.58,0
6984,1030,0.57,0
6985,954,0.53,0
6986,940,0.52,0
6987,907,0.5,0
6988,930,0.52,0
6989,946,0.53,0
6990,924,0.51,0.023
6991,997,0.55,0.104
6992,1200,0.67,0.192
6993,1597,0.89,0.276
6994,1721,0.96,0.338
6995,1686,0.94,0.337
6996,1600,0.89,0.308
6997,1750,0.97,0.283
6998,1800,1,0.215
6999,1760,0.98,0.129
7000,1710,0.95,0.047
7001,1477,0.82,0.002
7002,1450,0.81,0
7003,1500,0.83,0
7004,1620,0.9,0
7005,1550,0.86,0
7006,1120,0.62,0
7007,1050,0.58,0
7008,1030,0.57,0
7009,954,0.53,0
7010,940,0.52,0
7011,907,0.5,0
7012,930,0.52,0
7013,946,0.53,0
7014,924,0.51,0.011
7015,997,0.55,0.069
7016,1200,0.67,0.141
7017,1597,0.89,0.194
7018,1721,0.96,0.219
7019,1686,0.94,0.207
7020,1600,0.89,0.224
7021,1750,0.97,0.23
7022,1800,1,0.203
7023,1760,0.98,0.149
7024,1710,0.95,0.076
7025,1477,0.82,0.006
7026,1450,0.81,0
7027,1500,0.83,0
7028,1620,0.9,0
7029,1550,0.86,0
7030,1120,0.62,0
7031,1050,0.58,0
7032,1030,0.57,0
7033,954,0.53,0
7034,940,0.52,0
7035,907,0.5,0
7036,930,0.52,0
7037,946,0.53,0
7038,924,0.51,0.018
7039,997,0.55,0.106
7040,1200,0.67,0.216
7041,1597,0.89,0.288
7042,1721,0.96,0.345
7043,1686,0.94,0.365
7044,1600,0.89,0.353
7045,1750,0.97,0.296
7046,1800,1,0.224
7047,1760,0.98,0.137
7048,1710,0.95,0.055
7049,1477,0.82,0.003
7050,1450,0.81,0
7051,1500,0.83,0
7052,1620,0.9,0
7053,1550,0.86,0
7054,1120,0.62,0
7055,1050,0.58,0
7056,1030,0.57,0
7057,954,0.53,0
7058,940,0.52,0
7059,907,0.5,0
7060,930,0.52,0
7061,946,0.53,0
7062,924,0.51,0.013
7063,997,0.55,0.061
7064,1200,0.67,0.119
7065,1597,0.89,0.193
7066,1721,0.96,0.265
7067,1686,0.94,0.318
7068,1600,0.89,0.332
7069,1750,0.97,0.308
7070,1800,1,0.248
7071,1760,0.98,0.182
7072,1710,0.95,0.093
7073,1477,0.82,0.007
7074,1450,0.81,0
7075,1500,0.83,0
7076,1620,0.9,0
7077,1550,0.86,0
7078,1120,0.62,0
7079,1050,0.58,0
7080,1030,0.57,0
7081,954,0.53,0
7082,940,0.52,0
7083,907,0.5,0
7084,930,0.52,0
7085,946,0.53,0
7086,924,0.51,0.036
7087,997,0.55,0.187
7088,1200,0.67,0.36
7089,1597,0.89,0.516
7090,1721,0.96,0.625
7091,1686,0.94,0.709
7092,1600,0.89,0.71
7093,1750,0.97,0.639
7094,1800,1,0.55
7095,1760,0.98,0.386
7096,1710,0.95,0.187
7097,1477,0.82,0.014
7098,1450,0.81,0
7099,1500,0.83,0
7100,1620,0.9,0
7101,1550,0.86,0
7102,1120,0.62,0
7103,1050,0.58,0
7104,1030,0.57,0
7105,954,0.53,0
7106,940,0.52,0
7107,907,0.5,0
7108,930,0.52,0
7109,946,0.53,0
7110,924,0.51,0.054
7111,997,0.55,0.253
7112,1200,0.67,0.448
7113,1597,0.89,0.595
7114,1721,0.96,0.686
7115,1686,0.94,0.726
7116,1600,0.89,0.713
7117,1750,0.97,0.646
7118,1800,1,0.539
7119,1760,0.98,0.385
7120,1710,0.95,0.192
7121,1477,0.82,0.015
7122,1450,0.81,0
7123,1500,0.83,0
7124,1620,0.9,0
7125,1550,0.86,0
7126,1120,0.62,0
7127,1050,0.58,0
7128,1030,0.57,0
7129,954,0.53,0
7130,940,0.52,0
7131,907,0.5,0
7132,930,0.52,0
7133,946,0.53,0
7134,924,0.51,0.035
7135,997,0.55,0.148
7136,1200,0.67,0.254
7137,1597,0.89,0.348
7138,1721,0.96,0.407
7139,1686,0.94,0.438
7140,1600,0.89,0.446
7141,1750,0.97,0.426
7142,1800,1,0.344
7143,1760,0.98,0.245
7144,1710,0.95,0.121
7145,1477,0.82,0.01
7146,1450,0.81,0
7147,1500,0.83,0
7148,1620,0.9,0
7149,1550,0.86,0
7150,1120,0.62,0
7151,1050,0.58,0
7152,1030,0.57,0
7153,954,0.53,0
7154,940,0.52,0
7155,907,0.5,0
7156,930,0.52,0
7157,946,0.53,0
7158,924,0.51,0.018
7159,997,0.55,0.104
7160,1200,0.67,0.186
7161,1597,0.89,0.254
7162,1721,0.96,0.291
7163,1686,0.94,0.298
7164,1600,0.89,0.289
7165,1750,0.97,0.251
7166,1800,1,0.184
7167,1760,0.98,0.114
7168,1710,0.95,0.05
7169,1477,0.82,0.002
7170,1450,0.81,0
7171,1500,0.83,0
7172,1620,0.9,0
7173,1550,0.86,0
7174,1120,0.62,0
7175,1050,0.58,0
7176,1030,0.57,0
7177,954,0.53,0
7178,940,0.52,0
7179,907,0.5,0
7180,930,0.52,0
7181,946,0.53,0
7182,924,0.51,0.018
7183,997,0.55,0.102
7184,1200,0.67,0.157
7185,1597,0.89,0.17
7186,1721,0.96,0.205
7187,1686,0.94,0.226
7188,1600,0.89,0.221
7189,1750,0.97,0.199
7190,1800,1,0.151
7191,1760,0.98,0.089
7192,1710,0.95,0.034
7193,1477,0.82,0.001
7194,1450,0.81,0
7195,1500,0.83,0
7196,1620,0.9,0
7197,1550,0.86,0
7198,1120,0.62,0
7199,1050,0.58,0
7200,1030,0.57,0
7201,954,0.53,0
7202,940,0.52,0
7203,907,0.5,0
7204,930,0.52,0
7205,946,0.53,0
7206,924,0.51,0.01
7207,997,0.55,0.062
7208,1200,0.67,0.141
7209,1597,0.89,0.208
7210,1721,0.96,0.236
7211,1686,0.94,0.235
7212,1600,0.89,0.225
7213,1750,0.97,0.189
7214,1800,1,0.139
7215,1760,0.98,0.094
7216,1710,0.95,0.046
7217,1477,0.82,0.002
7218,1450,0.81,0
7219,1500,0.83,0
7220,1620,0.9,0
7221,1550,0.86,0
7222,1120,0.62,0
7223,1050,0.58,0
7224,1030,0.57,0
7225,954,0.53,0
7226,940,0.52,0
7227,907,0.5,0
7228,930,0.52,0
7229,946,0.53,0
7230,924,0.51,0.015
7231,997,0.55,0.091
7232,1200,0.67,0.157
7233,1597,0.89,0.2
7234,1721,0.96,0.203
7235,1686,0.94,0.193
7236,1600,0.89,0.204
7237,1750,0.97,0.2
7238,1800,1,0.171
7239,1760,0.98,0.121
7240,1710,0.95,0.047
7241,1477,0.82,0.001
7242,1450,0.81,0
7243,1500,0.83,0
7244,1620,0.9,0
7245,1550,0.86,0
7246,1120,0.62,0
7247,1050,0.58,0
7248,1030,0.57,0
7249,954,0.53,0
7250,940,0.52,0
7251,907,0.5,0
7252,930,0.52,0
7253,946,0.53,0
7254,924,0.51,0.029
7255,997,0.55,0.162
7256,1200,0.67,0.338
7257,1597,0.89,0.499
7258,1721,0.96,0.61
7259,1686,0.94,0.66
7260,1600,0.89,0.662
7261,1750,0.97,0.608
7262,1800,1,0.494
7263,1760,0.98,0.336
7264,1710,0.95,0.148
7265,1477,0.82,0.009
7266,1450,0.81,0
7267,1500,0.83,0
7268,1620,0.9,0
7269,1550,0.86,0
7270,1120,0.62,0
7271,1050,0.58,0
7272,1030,0.57,0
7273,954,0.53,0
7274,940,0.52,0
7275,907,0.5,0
7276,930,0.52,0
7277,946,0.53,0
7278,924,0.51,0.03
7279,997,0.55,0.182
7280,1200,0.67,0.367
7281,1597,0.89,0.52
7282,1721,0.96,0.626
7283,1686,0.94,0.674
7284,1600,0.89,0.656
7285,1750,0.97,0.585
7286,1800,1,0.451
7287,1760,0.98,0.285
7288,1710,0.95,0.121
7289,1477,0.82,0.007
7290,1450,0.81,0
7291,1500,0.83,0
7292,1620,0.9,0
7293,1550,0.86,0
7294,1120,0.62,0
7295,1050,0.58,0
7296,1030,0.57,0
7297,954,0.53,0
7298,940,0.52,0
7299,907,0.5,0
7300,930,0.52,0
7301,946,0.53,0
7302,924,0.51,0.011
7303,997,0.55,0.075
7304,1200,0.67,0.152
7305,1597,0.89,0.229
7306,1721,0.96,0.247
7307,1686,0.94,0.268
7308,1600,0.89,0.292
7309,1750,0.97,0.302
7310,1800,1,0.26
7311,1760,0.98,0.185
7312,1710,0.95,0.079
7313,1477,0.82,0.004
7314,1450,0.81,0
7315,1500,0.83,0
7316,1620,0.9,0
7317,1550,0.86,0
7318,1120,0.62,0
7319,1050,0.58,0
7320,1030,0.57,0
7321,954,0.53,0
7322,940,0.52,0
7323,907,0.5,0
7324,930,0.52,0
7325,946,0.53,0
7326,924,0.51,0.04
7327,997,0.55,0.219
7328,1200,0.67,0.39
7329,1597,0.89,0.511
7330,1721,0.96,0.576
7331,1686,0.94,0.606
7332,1600,0.89,0.612
7333,1750,0.97,0.574
7334,1800,1,0.479
7335,1760,0.98,0.324
7336,1710,0.95,0.153
7337,1477,0.82,0.01
7338,1450,0.81,0
7339,1500,0.83,0
7340,1620,0.9,0
7341,1550,0.86,0
7342,1120,0.62,0
7343,1050,0.58,0
7344,1030,0.57,0
7345,954,0.53,0
7346,940,0.52,0
7347,907,0.5,0
7348,930,0.52,0
7349,946,0.53,0
7350,924,0.51,0.027
7351,997,0.55,0.157
7352,1200,0.67,0.31
7353,1597,0.89,0.456
7354,1721,0.96,0.553
7355,1686,0.94,0.614
7356,1600,0.89,0.649
7357,1750,0.97,0.627
7358,1800,1,0.543
7359,1760,0.98,0.389
7360,1710,0.95,0.177
7361,1477,0.82,0.01
7362,1450,0.81,0
7363,1500,0.83,0
7364,1620,0.9,0
7365,1550,0.86,0
7366,1120,0.62,0
7367,1050,0.58,0
7368,1030,0.57,0
7369,954,0.53,0
7370,940,0.52,0
7371,907,0.5,0
7372,930,0.52,0
7373,946,0.53,0
7374,924,0.51,0.04
7375,997,0.55,0.216
7376,1200,0.67,0.401
7377,1597,0.89,0.542
7378,1721,0.96,0.63
7379,1686,0.94,0.661
7380,1600,0.89,0.641
7381,1750,0.97,0.574
7382,1800,1,0.459
7383,1760,0.98,0.316
7384,1710,0.95,0.139
7385,1477,0.82,0.008
7386,1450,0.81,0
7387,1500,0.83,0
7388,1620,0.9,0
7389,1550,0.86,0
7390,1120,0.62,0
7391,1050,0.58,0
7392,1030,0.57,0
7393,954,0.53,0
7394,940,0.52,0
7395,907,0.5,0
7396,930,0.52,0
7397,946,0.53,0
7398,924,0.51,0.039
7399,997,0.55,0.22
7400,1200,0.67,0.409
7401,1597,0.89,0.552
7402,1721,0.96,0.642
7403,1686,0.94,0.683
7404,1600,0.89,0.678
7405,1750,0.97,0.618
7406,1800,1,0.517
7407,1760,0.98,0.356
7408,1710,0.95,0.17
7409,1477,0.82,0.009
7410,1450,0.81,0
7411,1500,0.83,0
7412,1620,0.9,0
7413,1550,0.86,0
7414,1120,0.62,0
7415,1050,0.58,0
7416,1030,0.57,0
7417,954,0.53,0
7418,940,0.52,0
7419,907,0.5,0
7420,930,0.52,0
7421,946,0.53,0
7422,924,0.51,0.051
7423,997,0.55,0.257
7424,1200,0.67,0.444
7425,1597,0.89,0.573
7426,1721,0.96,0.641
7427,1686,0.94,0.687
7428,1600,0.89,0.685
7429,1750,0.97,0.63
7430,1800,1,0.531
7431,1760,0.98,0.38
7432,1710,0.95,0.182
7433,1477,0.82,0.011
7434,1450,0.81,0
7435,1500,0.83,0
7436,1620,0.9,0
7437,1550,0.86,0
7438,1120,0.62,0
7439,1050,0.58,0
7440,1030,0.57,0
7441,954,0.53,0
7442,940,0.52,0
7443,907,0.5,0
7444,930,0.52,0
7445,946,0.53,0
7446,924,0.51,0.044
7447,997,0.55,0.245
7448,1200,0.67,0.453
7449,1597,0.89,0.597
7450,1721,0.96,0.692
7451,1686,0.94,0.73
7452,1600,0.89,0.72
7453,1750,0.97,0.662
7454,1800,1,0.554
7455,1760,0.98,0.399
7456,1710,0.95,0.198
7457,1477,0.82,0.011
7458,1450,0.81,0
7459,1500,0.83,0
7460,1620,0.9,0
7461,1550,0.86,0
7462,1120,0.62,0
7463,1050,0.58,0
7464,1030,0.57,0
7465,954,0.53,0
7466,940,0.52,0
7467,907,0.5,0
7468,930,0.52,0
7469,946,0.53,0
7470,924,0.51,0.054
7471,997,0.55,0.27
7472,1200,0.67,0.466
7473,1597,0.89,0.611
7474,1721,0.96,0.702
7475,1686,0.94,0.743
7476,1600,0.89,0.735
7477,1750,0.97,0.678
7478,1800,1,0.569
7479,1760,0.98,0.404
7480,1710,0.95,0.191
7481,1477,0.82,0.009
7482,1450,0.81,0
7483,1500,0.83,0
7484,1620,0.9,0
7485,1550,0.86,0
7486,1120,0.62,0
7487,1050,0.58,0
7488,1030,0.57,0
7489,954,0.53,0
7490,940,0.52,0
7491,907,0.5,0
7492,930,0.52,0
7493,946,0.53,0
7494,924,0.51,0.043
7495,997,0.55,0.218
7496,1200,0.67,0.419
7497,1597,0.89,0.566
7498,1721,0.96,0.669
7499,1686,0.94,0.71
7500,1600,0.89,0.705
7501,1750,0.97,0.647
7502,1800,1,0.534
7503,1760,0.98,0.378
7504,1710,0.95,0.178
7505,1477,0.82,0.01
7506,1450,0.81,0
7507,1500,0.83,0
7508,1620,0.9,0
7509,1550,0.86,0
7510,1120,0.62,0
7511,1050,0.58,0
7512,1030,0.57,0
7513,954,0.53,0
7514,940,0.52,0
7515,907,0.5,0
7516,930,0.52,0
7517,946,0.53,0
7518,924,0.51,0.04
7519,997,0.55,0.223
7520,1200,0.67,0.411
7521,1597,0.89,0.56
7522,1721,0.96,0.648
7523,1686,0.94,0.664
7524,1600,0.89,0.67
7525,1750,0.97,0.605
7526,1800,1,0.512
7527,1760,0.98,0.36
7528,1710,0.95,0.169
7529,1477,0.82,0.009
7530,1450,0.81,0
7531,1500,0.83,0
7532,1620,0.9,0
7533,1550,0.86,0
7534,1120,0.62,0
7535,1050,0.58,0
7536,1030,0.57,0
7537,954,0.53,0
7538,940,0.52,0
7539,907,0.5,0
7540,930,0.52,0
7541,946,0.53,0
7542,924,0.51,0.045
7543,997,0.55,0.238
7544,1200,0.67,0.437
7545,1597,0.89,0.579
7546,1721,0.96,0.674
7547,1686,0.94,0.708
7548,1600,0.89,0.698
7549,1750,0.97,0.629
7550,1800,1,0.53
7551,1760,0.98,0.367
7552,1710,0.95,0.177
7553,1477,0.82,0.009
7554,1450,0.81,0
7555,1500,0.83,0
7556,1620,0.9,0
7557,1550,0.86,0
7558,1120,0.62,0
7559,1050,0.58,0
7560,1030,0.57,0
7561,954,0.53,0
7562,940,0.52,0
7563,907,0.5,0
7564,930,0.52,0
7565,946,0.53,0
7566,924,0.51,0.045
7567,997,0.55,0.241
7568,1200,0.67,0.434
7569,1597,0.89,0.575
7570,1721,0.96,0.67
7571,1686,0.94,0.694
7572,1600,0.89,0.7
7573,1750,0.97,0.626
7574,1800,1,0.524
7575,1760,0.98,0.378
7576,1710,0.95,0.185
7577,1477,0.82,0.009
7578,1450,0.81,0
7579,1500,0.83,0
7580,1620,0.9,0
7581,1550,0.86,0
7582,1120,0.62,0
7583,1050,0.58,0
7584,1030,0.57,0
7585,954,0.53,0
7586,940,0.52,0
7587,907,0.5,0
7588,930,0.52,0
7589,946,0.53,0
7590,924,0.51,0.029
7591,997,0.55,0.186
7592,1200,0.67,0.322
7593,1597,0.89,0.427
7594,1721,0.96,0.507
7595,1686,0.94,0.481
7596,1600,0.89,0.392
7597,1750,0.97,0.331
7598,1800,1,0.271
7599,1760,0.98,0.189
7600,1710,0.95,0.084
7601,1477,0.82,0.004
7602,1450,0.81,0
7603,1500,0.83,0
7604,1620,0.9,0
7605,1550,0.86,0
7606,1120,0.62,0
7607,1050,0.58,0
7608,1030,0.57,0
7609,954,0.53,0
7610,940,0.52,0
7611,907,0.5,0
7612,930,0.52,0
7613,946,0.53,0
7614,924,0.51,0.009
7615,997,0.55,0.083
7616,1200,0.67,0.175
7617,1597,0.89,0.27
7618,1721,0.96,0.338
7619,1686,0.94,0.392
7620,1600,0.89,0.379
7621,1750,0.97,0.327
7622,1800,1,0.22
7623,1760,0.98,0.123
7624,1710,0.95,0.049
7625,1477,0.82,0.001
7626,1450,0.81,0
7627,1500,0.83,0
7628,1620,0.9,0
7629,1550,0.86,0
7630,1120,0.62,0
7631,1050,0.58,0
7632,1030,0.57,0
7633,954,0.53,0
7634,940,0.52,0
7635,907,0.5,0
7636,930,0.52,0
7637,946,0.53,0
7638,924,0.51,0.013
7639,997,0.55,0.076
7640,1200,0.67,0.151
7641,1597,0.89,0.215
7642,1721,0.96,0.251
7643,1686,0.94,0.29
7644,1600,0.89,0.303
7645,1750,0.97,0.269
7646,1800,1,0.212
7647,1760,0.98,0.136
7648,1710,0.95,0.058
7649,1477,0.82,0.001
7650,1450,0.81,0
7651,1500,0.83,0
7652,1620,0.9,0
7653,1550,0.86,0
7654,1120,0.62,0
7655,1050,0.58,0
7656,1030,0.57,0
7657,954,0.53,0
7658,940,0.52,0
7659,907,0.5,0
7660,930,0.52,0
7661,946,0.53,0
7662,924,0.51,0.023
7663,997,0.55,0.141
7664,1200,0.67,0.262
7665,1597,0.89,0.356
7666,1721,0.96,0.435
7667,1686,0.94,0.45
7668,1600,0.89,0.48
7669,1750,0.97,0.458
7670,1800,1,0.376
7671,1760,0.98,0.244
7672,1710,0.95,0.104
7673,1477,0.82,0.004
7674,1450,0.81,0
7675,1500,0.83,0
7676,1620,0.9,0
7677,1550,0.86,0
7678,1120,0.62,0
7679,1050,0.58,0
7680,1030,0.57,0
7681,954,0.53,0
7682,940,0.52,0
7683,907,0.5,0
7684,930,0.52,0
7685,946,0.53,0
7686,924,0.51,0.019
7687,997,0.55,0.133
7688,1200,0.67,0.266
7689,1597,0.89,0.382
7690,1721,0.96,0.459
7691,1686,0.94,0.475
7692,1600,0.89,0.463
7693,1750,0.97,0.41
7694,1800,1,0.323
7695,1760,0.98,0.203
7696,1710,0.95,0.081
7697,1477,0.82,0.003
7698,1450,0.81,0
7699,1500,0.83,0
7700,1620,0.9,0
7701,1550,0.86,0
7702,1120,0.62,0
7703,1050,0.58,0
7704,1030,0.57,0
7705,954,0.53,0
7706,940,0.52,0
7707,907,0.5,0
7708,930,0.52,0
7709,946,0.53,0
7710,924,0.51,0.013
7711,997,0.55,0.096
7712,1200,0.67,0.18
7713,1597,0.89,0.253
7714,1721,0.96,0.292
7715,1686,0.94,0.292
7716,1600,0.89,0.302
7717,1750,0.97,0.282
7718,1800,1,0.243
7719,1760,0.98,0.16
7720,1710,0.95,0.066
7721,1477,0.82,0.002
7722,1450,0.81,0
7723,1500,0.83,0
7724,1620,0.9,0
7725,1550,0.86,0
7726,1120,0.62,0
7727,1050,0.58,0
7728,1030,0.57,0
7729,954,0.53,0
7730,940,0.52,0
7731,907,0.5,0
7732,930,0.52,0
7733,946,0.53,0
7734,924,0.51,0.008
7735,997,0.55,0.072
7736,1200,0.67,0.152
7737,1597,0.89,0.224
7738,1721,0.96,0.273
7739,1686,0.94,0.289
7740,1600,0.89,0.294
7741,1750,0.97,0.259
7742,1800,1,0.209
7743,1760,0.98,0.153
7744,1710,0.95,0.061
7745,1477,0.82,0.001
7746,1450,0.81,0
7747,1500,0.83,0
7748,1620,0.9,0
7749,1550,0.86,0
7750,1120,0.62,0
7751,1050,0.58,0
7752,1030,0.57,0
7753,954,0.53,0
7754,940,0.52,0
7755,907,0.5,0
7756,930,0.52,0
7757,946,0.53,0
7758,924,0.51,0.011
7759,997,0.55,0.091
7760,1200,0.67,0.188
7761,1597,0.89,0.276
7762,1721,0.96,0.337
7763,1686,0.94,0.342
7764,1600,0.89,0.32
7765,1750,0.97,0.282
7766,1800,1,0.223
7767,1760,0.98,0.147
7768,1710,0.95,0.058
7769,1477,0.82,0.001
7770,1450,0.81,0
7771,1500,0.83,0
7772,1620,0.9,0
7773,1550,0.86,0
7774,1120,0.62,0
7775,1050,0.58,0
7776,1030,0.57,0
7777,954,0.53,0
7778,940,0.52,0
7779,907,0.5,0
7780,930,0.52,0
7781,946,0.53,0
7782,924,0.51,0.008
7783,997,0.55,0.078
7784,1200,0.67,0.154
7785,1597,0.89,0.221
7786,1721,0.96,0.284
7787,1686,0.94,0.315
7788,1600,0.89,0.306
7789,1750,0.97,0.276
7790,1800,1,0.221
7791,1760,0.98,0.139
7792,1710,0.95,0.055
7793,1477,0.82,0.001
7794,1450,0.81,0
7795,1500,0.83,0
7796,1620,0.9,0
7797,1550,0.86,0
7798,1120,0.62,0
7799,1050,0.58,0
7800,1030,0.57,0
7801,954,0.53,0
7802,940,0.52,0
7803,907,0.5,0
7804,930,0.52,0
7805,946,0.53,0
7806,924,0.51,0.02
7807,997,0.55,0.149
7808,1200,0.67,0.303
7809,1597,0.89,0.431
7810,1721,0.96,0.528
7811,1686,0.94,0.567
7812,1600,0.89,0.575
7813,1750,0.97,0.52
7814,1800,1,0.419
7815,1760,0.98,0.288
7816,1710,0.95,0.111
7817,1477,0.82,0.003
7818,1450,0.81,0
7819,1500,0.83,0
7820,1620,0.9,0
7821,1550,0.86,0
7822,1120,0.62,0
7823,1050,0.58,0
7824,1030,0.57,0
7825,954,0.53,0
7826,940,0.52,0
7827,907,0.5,0
7828,930,0.52,0
7829,946,0.53,0
7830,924,0.51,0.01
7831,997,0.55,0.094
7832,1200,0.67,0.208
7833,1597,0.89,0.337
7834,1721,0.96,0.442
7835,1686,0.94,0.514
7836,1600,0.89,0.526
7837,1750,0.97,0.486
7838,1800,1,0.395
7839,1760,0.98,0.252
7840,1710,0.95,0.105
7841,1477,0.82,0.003
7842,1450,0.81,0
7843,1500,0.83,0
7844,1620,0.9,0
7845,1550,0.86,0
7846,1120,0.62,0
7847,1050,0.58,0
7848,1030,0.57,0
7849,954,0.53,0
7850,940,0.52,0
7851,907,0.5,0
7852,930,0.52,0
7853,946,0.53,0
7854,924,0.51,0.026
7855,997,0.55,0.167
7856,1200,0.67,0.316
7857,1597,0.89,0.442
7858,1721,0.96,0.496
7859,1686,0.94,0.516
7860,1600,0.89,0.469
7861,1750,0.97,0.418
7862,1800,1,0.369
7863,1760,0.98,0.263
7864,1710,0.95,0.114
7865,1477,0.82,0.004
7866,1450,0.81,0
7867,1500,0.83,0
7868,1620,0.9,0
7869,1550,0.86,0
7870,1120,0.62,0
7871,1050,0.58,0
7872,1030,0.57,0
7873,954,0.53,0
7874,940,0.52,0
7875,907,0.5,0
7876,930,0.52,0
7877,946,0.53,0
7878,924,0.51,0.022
7879,997,0.55,0.144
7880,1200,0.67,0.272
7881,1597,0.89,0.367
7882,1721,0.96,0.41
7883,1686,0.94,0.411
7884,1600,0.89,0.383
7885,1750,0.97,0.355
7886,1800,1,0.283
7887,1760,0.98,0.181
7888,1710,0.95,0.076
7889,1477,0.82,0.002
7890,1450,0.81,0
7891,1500,0.83,0
7892,1620,0.9,0
7893,1550,0.86,0
7894,1120,0.62,0
7895,1050,0.58,0
7896,1030,0.57,0
7897,954,0.53,0
7898,940,0.52,0
7899,907,0.5,0
7900,930,0.52,0
7901,946,0.53,0
7902,924,0.51,0.008
7903,997,0.55,0.074
7904,1200,0.67,0.177
7905,1597,0.89,0.301
7906,1721,0.96,0.326
7907,1686,0.94,0.32
7908,1600,0.89,0.282
7909,1750,0.97,0.225
7910,1800,1,0.155
7911,1760,0.98,0.085
7912,1710,0.95,0.035
7913,1477,0.82,0
7914,1450,0.81,0
7915,1500,0.83,0
7916,1620,0.9,0
7917,1550,0.86,0
7918,1120,0.62,0
7919,1050,0.58,0
7920,1030,0.57,0
7921,954,0.53,0
7922,940,0.52,0
7923,907,0.5,0
7924,930,0.52,0
7925,946,0.53,0
7926,924,0.51,0.026
7927,997,0.55,0.163
7928,1200,0.67,0.292
7929,1597,0.89,0.358
7930,1721,0.96,0.404
7931,1686,0.94,0.423
7932,1600,0.89,0.401
7933,1750,0.97,0.336
7934,1800,1,0.242
7935,1760,0.98,0.133
7936,1710,0.95,0.042
7937,1477,0.82,0
7938,1450,0.81,0
7939,1500,0.83,0
7940,1620,0.9,0
7941,1550,0.86,0
7942,1120,0.62,0
7943,1050,0.58,0
7944,1030,0.57,0
7945,954,0.53,0
7946,940,0.52,0
7947,907,0.5,0
7948,930,0.52,0
7949,946,0.53,0
7950,924,0.51,0.005
7951,997,0.55,0.066
7952,1200,0.67,0.187
7953,1597,0.89,0.335
7954,1721,0.96,0.461
7955,1686,0.94,0.549
7956,1600,0.89,0.598
7957,1750,0.97,0.593
7958,1800,1,0.498
7959,1760,0.98,0.341
7960,1710,0.95,0.128
7961,1477,0.82,0.003
7962,1450,0.81,0
7963,1500,0.83,0
7964,1620,0.9,0
7965,1550,0.86,0
7966,1120,0.62,0
7967,1050,0.58,0
7968,1030,0.57,0
7969,954,0.53,0
7970,940,0.52,0
7971,907,0.5,0
7972,930,0.52,0
7973,946,0.53,0
7974,924,0.51,0.012
7975,997,0.55,0.084
7976,1200,0.67,0.175
7977,1597,0.89,0.252
7978,1721,0.96,0.325
7979,1686,0.94,0.369
7980,1600,0.89,0.363
7981,1750,0.97,0.304
7982,1800,1,0.208
7983,1760,0.98,0.129
7984,1710,0.95,0.05
7985,1477,0.82,0.001
7986,1450,0.81,0
7987,1500,0.83,0
7988,1620,0.9,0
7989,1550,0.86,0
7990,1120,0.62,0
7991,1050,0.58,0
7992,1030,0.57,0
7993,954,0.53,0
7994,940,0.52,0
7995,907,0.5,0
7996,930,0.52,0
7997,946,0.53,0
7998,924,0.51,0.004
7999,997,0.55,0.045
8000,1200,0.67,0.107
8001,1597,0.89,0.173
8002,1721,0.96,0.192
8003,1686,0.94,0.2
8004,1600,0.89,0.199
8005,1750,0.97,0.183
8006,1800,1,0.144
8007,1760,0.98,0.094
8008,1710,0.95,0.035
8009,1477,0.82,0
8010,1450,0.81,0
8011,1500,0.83,0
8012,1620,0.9,0
8013,1550,0.86,0
8014,1120,0.62,0
8015,1050,0.58,0
8016,1030,0.57,0
8017,954,0.53,0
8018,940,0.52,0
8019,907,0.5,0
8020,930,0.52,0
8021,946,0.53,0
8022,924,0.51,0.006
8023,997,0.55,0.065
8024,1200,0.67,0.167
8025,1597,0.89,0.279
8026,1721,0.96,0.374
8027,1686,0.94,0.454
8028,1600,0.89,0.492
8029,1750,0.97,0.471
8030,1800,1,0.404
8031,1760,0.98,0.286
8032,1710,0.95,0.132
8033,1477,0.82,0.004
8034,1450,0.81,0
8035,1500,0.83,0
8036,1620,0.9,0
8037,1550,0.86,0
8038,1120,0.62,0
8039,1050,0.58,0
8040,1030,0.57,0
8041,954,0.53,0
8042,940,0.52,0
8043,907,0.5,0
8044,930,0.52,0
8045,946,0.53,0
8046,924,0.51,0.03
8047,997,0.55,0.217
8048,1200,0.67,0.418
8049,1597,0.89,0.566
8050,1721,0.96,0.659
8051,1686,0.94,0.704
8052,1600,0.89,0.703
8053,1750,0.97,0.633
8054,1800,1,0.499
8055,1760,0.98,0.348
8056,1710,0.95,0.164
8057,1477,0.82,0.005
8058,1450,0.81,0
8059,1500,0.83,0
8060,1620,0.9,0
8061,1550,0.86,0
8062,1120,0.62,0
8063,1050,0.58,0
8064,1030,0.57,0
8065,954,0.53,0
8066,940,0.52,0
8067,907,0.5,0
8068,930,0.52,0
8069,946,0.53,0
8070,924,0.51,0.027
8071,997,0.55,0.19
8072,1200,0.67,0.357
8073,1597,0.89,0.499
8074,1721,0.96,0.598
8075,1686,0.94,0.593
8076,1600,0.89,0.601
8077,1750,0.97,0.505
8078,1800,1,0.397
8079,1760,0.98,0.24
8080,1710,0.95,0.093
8081,1477,0.82,0.002
8082,1450,0.81,0
8083,1500,0.83,0
8084,1620,0.9,0
8085,1550,0.86,0
8086,1120,0.62,0
8087,1050,0.58,0
8088,1030,0.57,0
8089,954,0.53,0
8090,940,0.52,0
